ID,Season,Display Season,Team,Franchise,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,LO,SF,SH,GO,GIDP,GITP,SB,CS,1RHR,2RHR,3RHR,4RHR,H,PA,AB,TB,G_list,G,R,RBI,Total Diff,Total Plays,RE24,WPA,WAR,0 Diffs,500 Diffs,Last Team,Last Session,nH,nTB,nBB,nFO,nSH,nPA,nAB,SF value,nSF,lgnH,lgnBB,lgnPA,lgnAB,lgnTB,lgnOBP,lgnSLG,BA,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,K%,BB%,GB%,FB%,GB/FB,nOBP,nSLG,Avg Diff,Name,Batting Type,Pitching Type,Handedness,Position,OPS+
121,4.0,S4,PGA,PGA,1,0,1,1,3,1,5,3,1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,3,18,14,7,"{4097, 4066, 4004, 4041, 4105, 4091}",6,3,4,4130.0,15,-2.0577831106711835,0.0125999999999999,-0.1384216052772542,0,0,PGA,14,2,5,3,3,0,18,14.781271596406356,0.0729094678645473,0.218728403593642,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.2142857142857142,0.3333333333333333,0.5,0.8333333333333333,0.2857142857142857,0.1818181818181818,,0.0555555555555555,0.1666666666666666,0.1666666666666666,0.1111111111111111,0.5555555555555556,0.1999999999999999,0.2777777777777778,0.3382658905486593,275.3333333333333,Chaz McDunnough,S,,Right,LF,56.44543633955696
122,3.0,S3,BER,BER,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,{3022},1,0,0,590.0,2,-0.5132476711745002,0.0,-0.0441040176585414,0,0,BER,6,0,0,0,0,0,2,2.0,0.0694018404907975,0.0,758,272,2583,2283.239263803681,1591,0.3987611304684475,0.696817028868683,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,0.0,0.0,295.0,Riles McGiles,XB,,Right,LF,-100.0
122,5.0,S5,JUP,JUP,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,{5142},1,0,0,517.0,3,-0.7623956812960504,-0.1327,-0.06378538531479,0,0,JUP,12,0,0,0,2,0,3,2.883341221012778,0.0583293894936109,0.1166587789872219,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,172.33333333333334,Riles McGiles,EN,,Right,LF,-100.0
122,6.0,S6,SGP,SGP,1,0,1,3,3,0,9,3,0,1,3,0,0,0,0,3,1,0,0,0,1,0,0,0,5,24,21,9,"{6017, 6115, 6086, 6057, 6157, 6128, 6101, 6073, 6045}",9,3,1,5130.0,24,-2.619772360880815,-0.3173999999999999,-0.161049492057176,0,0,SGP,12,5,9,2,9,0,24,21.60383221128949,0.0440186431900569,0.3961677887105127,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.238095238095238,0.3333333333333333,0.4285714285714285,0.7619047619047619,0.1904761904761904,0.2352941176470588,,0.0416666666666666,0.125,0.125,0.2307692307692307,0.6923076923076923,0.3333333333333333,0.2916666666666667,0.4165927559508114,213.75,Riles McGiles,BP,,Left,LF,75.46384708393097
122,7.0,S7,KNX,KNX,0,0,0,4,1,0,0,1,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,4,10,9,4,"{7081, 7058, 7028, 7078}",4,1,0,2438.0,10,0.0221450441190155,0.0540999999999999,0.0439771041595177,0,0,KNX,11,4,4,0,1,0,10,9.952674524025385,0.0473254759746146,0.0473254759746146,1212,461,5418,4910.040797824116,2522,0.3087855297157623,0.5136413532689228,0.4444444444444444,0.5,0.4444444444444444,0.9444444444444444,0.0,0.5,,0.0,0.1,0.1,0.75,0.0,inf,0.4,0.4019020204412541,243.8,Riles McGiles,BC,,Left,LF,107.78539990934756
123,3.0,S3,BER,BER,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,"{3032, 3043}",2,0,0,668.0,2,-0.5076331775433571,0.0,-0.0363218188365184,0,0,BER,11,0,0,1,0,0,4,3.0,0.0694018404907975,0.0,758,272,2583,2283.239263803681,1591,0.3987611304684475,0.696817028868683,0.0,0.25,0.0,0.25,0.0,0.0,,0.0,0.5,0.25,1.0,0.0,inf,0.25,0.0,334.0,Stephen Seconds,BN,,Left,LF,-37.30582524271845
123,3.0,S3,TZS,TZS,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,{3018},1,0,0,241.0,1,-0.8030824160990655,0.0,-0.0730874921509979,0,0,BER,5,0,0,0,1,0,2,1.9305981595092023,0.0694018404907975,0.0694018404907975,758,272,2583,2283.239263803681,1591,0.3987611304684475,0.696817028868683,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,241.0,Stephen Seconds,BN,,Left,LF,-100.0
124,3.0,S3,BER,BER,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,{3039},1,1,0,795.0,3,-0.4225047550920692,0.0,-0.031419351320844,0,0,BER,10,0,0,1,1,0,3,1.9305981595092023,0.0694018404907975,0.0694018404907975,758,272,2583,2283.239263803681,1591,0.3987611304684475,0.696817028868683,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,265.0,Duke Nukem,BP,FP-B,Left,CF,-16.40776699029126
124,4.0,S4,PGA,PGA,1,0,0,3,4,0,3,4,0,1,1,3,0,1,0,4,1,0,0,2,0,1,0,0,4,20,15,7,"{4004, 4041, 4010, 4049, 4082, 4020, 4091}",7,2,4,6051.0,22,-1.5408181522918816,-0.0974000000000001,-0.071756952597132,0,0,PGA,12,3,6,3,4,0,20,16.70836212854181,0.0729094678645473,0.2916378714581893,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.2666666666666666,0.4,0.4666666666666667,0.8666666666666667,0.2,0.2727272727272727,0.0,0.05,0.2,0.2,0.5,0.375,1.3333333333333333,0.3,0.3591016255118501,275.04545454545456,Crawdaddy,1B,EG-S,Right,P,67.7207833918128
125,3.0,S3,BER,BER,0,1,1,0,1,0,5,8,2,0,1,2,0,2,0,3,0,0,0,0,0,0,0,0,2,19,16,5,"{3043, 3012, 3046, 3017, 3022, 3025, 3032, 3034}",8,2,4,4717.0,16,-5.293575050891343,0.0,-0.4607603852295024,0,0,BER,12,2,5,1,5,0,19,17.65299079754601,0.0694018404907975,0.3470092024539877,758,272,2583,2283.239263803681,1591,0.3987611304684475,0.696817028868683,0.125,0.1578947368421052,0.3125,0.4703947368421052,0.1875,0.2,,0.0,0.4210526315789473,0.0526315789473684,0.375,0.625,0.6,0.1578947368421052,0.2832381241990486,294.8125,Triston Uzumaki,BP,,Right,CF,-19.756261993349924
125,4.0,S4,PGA,PGA,0,1,2,4,6,0,5,2,0,1,3,3,0,0,0,6,3,0,0,0,0,0,0,0,7,27,21,11,"{4097, 4059, 4041, 4010, 4105, 4076, 4026, 4091}",8,5,2,6458.0,27,-3.4756303590953004,-0.290973,-0.2465279772247339,0,0,PGA,14,3,6,7,7,0,27,19.48963372494817,0.0729094678645473,0.5103662750518314,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.3333333333333333,0.4814814814814814,0.5238095238095238,1.0052910052910051,0.1904761904761905,0.3684210526315789,,0.0,0.074074074074074,0.2222222222222222,0.5,0.4166666666666667,1.2,0.3703703703703703,0.3078559651082388,239.1851851851852,Triston Uzumaki,BP,BS-H,Right,CF,80.07169977195726
125,5.0,S5,JUP,JUP,1,0,0,0,2,0,4,6,1,2,2,2,0,0,0,4,2,0,0,0,1,0,0,0,1,19,17,4,"{5128, 5034, 5103, 5009, 5142, 5047, 5082}",7,2,2,5200.0,18,-4.018149909232933,-0.3535999999999999,-0.3229384997627982,0,0,JUP,12,1,3,2,4,0,19,16.766682442025555,0.0583293894936109,0.2333175579744439,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.0588235294117647,0.1578947368421052,0.2352941176470588,0.3931888544891641,0.1764705882352941,0.0,,0.0526315789473684,0.3157894736842105,0.1052631578947368,0.4,0.4,1.0,0.1578947368421052,0.1789262730044033,288.8888888888889,Triston Uzumaki,BP,BS-H,Right,CF,-18.857155337572664
125,6.0,S6,SGP,SGP,3,0,1,1,0,0,2,1,0,4,2,0,0,0,0,2,1,0,0,0,2,1,0,0,5,14,14,15,"{6115, 6086, 6185, 6101, 6171, 6045}",6,4,4,3187.0,14,2.4592831251762037,0.2951000000000001,0.3048028298689819,0,0,SGP,14,5,15,0,2,0,14,13.911962713619886,0.0440186431900569,0.0880372863801139,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.3571428571428571,0.3571428571428571,1.0714285714285714,1.4285714285714286,0.7142857142857142,0.2,,0.2142857142857142,0.0714285714285714,0.0,0.25,0.25,1.0,0.3571428571428571,1.0782087552114354,227.64285714285717,Triston Uzumaki,BP,BS-H,Right,CF,226.18567207525285
126,3.0,S3,BER,BER,0,0,0,3,2,0,1,2,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,3,10,8,3,"{3014, 3054, 3007, 3034, 3039}",5,1,0,2527.0,9,-0.5557911011710008,0.0,-0.019475362822557,0,0,BER,14,3,3,2,1,0,10,7.930598159509202,0.0694018404907975,0.0694018404907975,758,272,2583,2283.239263803681,1591,0.3987611304684475,0.696817028868683,0.375,0.5,0.375,0.875,0.0,0.5,,0.0,0.2,0.2,0.6666666666666666,0.3333333333333333,2.0,0.5,0.378281680607262,280.77777777777777,Rex Kidobi,SM,,Left,RF,79.67543851142946
126,4.0,S4,PGA,PGA,1,0,3,3,3,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,7,13,10,13,"{4035, 4004, 4049, 4082, 4020}",5,4,7,2204.0,13,7.0716023577063565,0.5774999999999999,0.7558067455077597,0,0,PGA,11,6,11,1,4,0,13,11.708362128541811,0.0729094678645473,0.2916378714581893,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.7,0.7692307692307693,1.3,2.069230769230769,0.6000000000000001,0.75,,0.0769230769230769,0.0769230769230769,0.2307692307692307,0.5,0.5,1.0,0.5384615384615384,0.9394994687758234,169.53846153846155,Rex Kidobi,BC,,Left,RF,259.80058427701624
126,6.0,S6,SGP,SGP,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,5,5,1,"{6185, 6143}",2,0,0,1587.0,5,-1.6680921593021636,-0.2334999999999999,-0.1457826025904443,0,0,SGP,14,1,1,0,1,0,5,4.955981356809943,0.0440186431900569,0.0440186431900569,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.2,0.2,0.2,0.4,0.0,0.3333333333333333,,0.0,0.4,0.0,1.0,0.0,inf,0.2,0.2017763845350052,317.4,Rex Kidobi,BC,,Left,RF,3.878338189264885
127,3.0,S3,TZS,TZS,0,0,0,1,0,0,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,6,5,1,"{3042, 3012, 3039}",3,0,1,2003.0,7,-1.5676774335310917,0.0,-0.131495120246929,0,0,TZS,11,1,1,0,3,0,6,5.791794478527607,0.0694018404907975,0.2082055214723926,758,272,2583,2283.239263803681,1591,0.3987611304684475,0.696817028868683,0.2,0.1666666666666666,0.2,0.3666666666666667,0.0,0.2,0.0,0.0,0.1666666666666666,0.0,0.25,0.75,0.3333333333333333,0.1666666666666666,0.172658060244952,286.1428571428572,Zack Andersen,EN,BB-B,Right,PH,-33.42577775262798
127,4.0,S4,LMN,LMN,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,3,3,1,{4015},1,0,0,1407.0,5,-1.706101409984756,-0.1387999999999999,-0.1518999449457355,0,0,MBX,2,1,1,0,0,0,3,3.0,0.0729094678645473,0.0,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,0.0,inf,0.3333333333333333,0.3333333333333333,281.4,Zander Ackley,S,TT-H,Right,P,73.27356765057287
127,4.0,S4,MBX,MBX,1,3,3,2,3,1,5,6,0,0,1,1,0,1,0,2,1,0,2,4,0,1,0,0,9,25,21,21,"{4064, 4069, 4038, 4104, 4110, 4048, 4021, 4054, 4087, 4094}",10,6,5,6733.0,30,-0.8746799588821492,-0.0021,0.0285352196387732,1,0,MBX,14,7,16,3,5,0,25,21.635452660677263,0.0729094678645473,0.3645473393227367,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.4285714285714285,0.48,1.0,1.48,0.5714285714285714,0.5333333333333333,0.3333333333333333,0.04,0.24,0.12,0.2857142857142857,0.7142857142857143,0.3999999999999999,0.4,0.7395269353009758,224.4333333333333,Zander Ackley,S,TT-H,Right,P,175.57082879116993
127,5.0,S5,TSA,TSA,2,0,3,1,1,0,2,5,0,0,2,1,0,0,0,3,0,0,2,1,1,1,0,0,6,17,16,15,"{5027, 5064, 5004, 5040, 5078, 5015, 5049}",7,3,4,4141.0,20,2.775859451084375,0.1011,0.3606138305405374,0,0,TSA,7,6,15,1,2,0,17,15.883341221012778,0.0583293894936109,0.1166587789872219,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.375,0.4117647058823529,0.9375,1.3492647058823528,0.5625,0.4444444444444444,0.6666666666666666,0.1176470588235294,0.2941176470588235,0.0588235294117647,0.6,0.4,1.4999999999999998,0.4117647058823529,0.9443856800202614,207.05,Zander Ackley,TT,BS-S,Right,P,199.8437518565499
127,6.0,S6,BBB,BBB,1,0,0,0,4,0,0,7,0,1,1,2,0,0,0,3,1,0,1,1,1,0,0,0,1,16,12,4,"{6056, 6152, 6068, 6038, 6167, 6008, 6139}",7,3,1,5009.0,18,-1.6022535689225372,-0.2623,-0.0845295488690746,0,0,BBB,12,1,4,4,0,0,16,12.0,0.0440186431900569,0.0,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.0833333333333333,0.3125,0.3333333333333333,0.6458333333333333,0.25,0.0,0.5,0.0625,0.4375,0.25,0.75,0.0,inf,0.3125,0.3333333333333333,278.27777777777777,Petey Biennel,TT,BS-S,Right,P,65.84875259310863
127,8.2,S8B,QQ,QQ,0,0,1,1,0,0,4,2,0,4,2,1,0,0,0,3,0,0,1,0,0,0,0,0,2,15,15,3,"{8519, 8527, 8531, 8504, 8511}",5,1,0,4580.0,16,-3.0077037973295555,-0.5448999999999999,-0.2426297961813351,0,0,QQ,8,2,3,0,4,0,15,14.81578947368421,0.0460526315789473,0.1842105263157894,382,136,1600,1450.0592105263158,799,0.32375,0.5510119822693266,0.1333333333333333,0.1333333333333333,0.2,0.3333333333333333,0.0666666666666666,0.1538461538461538,1.0,0.0,0.1333333333333333,0.0,0.2727272727272727,0.3636363636363636,0.7499999999999999,0.1333333333333333,0.2024866785079929,286.25,Baron Butzenkatzen-Butzenkatzen,S,BS-S,Right,RF,-22.067814488124515
127,9.0,S9,AND,AND,1,0,2,3,0,0,2,2,0,3,0,0,0,0,0,0,0,0,6,2,1,0,0,0,6,13,13,11,"{9056, 9030, 9034, 9006, 9039, 9043, 9013}",7,3,2,3894.0,21,1.818442256757433,0.1735,0.2649556158152428,1,0,AND,14,5,10,1,2,0,13,11.905553708014631,0.0472231459926837,0.0944462919853674,673,227,2867,2613.6494845360826,1360,0.3139169863969306,0.5203452138653539,0.4615384615384615,0.4615384615384615,0.8461538461538461,1.3076923076923077,0.3846153846153846,0.5,0.75,0.0769230769230769,0.1538461538461538,0.0,0.0,0.4,0.0,0.4615384615384615,0.8399441340782122,185.42857142857144,Baron Butzenkatzen-Butzenkatzen,S,BS-S,Right,RF,208.44619639862825
127,10.0,S10,KRK,KRK,3,0,1,5,1,0,5,0,0,5,1,3,0,0,0,4,1,0,3,3,1,0,2,0,9,24,23,19,"{10048, 10053, 10025, 10057, 10029, 10002, 10068, 10006, 10042, 10014}",10,4,7,7637.0,30,0.9692083789291774,0.1577000000000001,0.2122105320022782,0,0,KRK,14,8,17,2,5,0,24,21.76465841850457,0.0470683162990855,0.2353415814954276,897,312,3577,3233.7937062937062,1892,0.337992731339111,0.5850713347353398,0.391304347826087,0.4166666666666667,0.8260869565217391,1.2427536231884058,0.4347826086956521,0.3,0.5,0.125,0.0,0.0416666666666666,0.2857142857142857,0.3571428571428571,0.7999999999999999,0.4166666666666667,0.7810827844440874,254.56666666666663,Blaise Bailey Finnegan III,S,EN-S,Right,P,156.77895827019626
127,11.0,S11,PRP,PRP,1,1,3,2,1,1,7,8,0,6,4,2,1,1,0,6,0,0,1,2,1,0,0,0,7,36,34,15,"{11012, 11078, 11046, 11081, 11018, 11054, 11024, 11089, 11059, 11029, 11095, 11037, 11071}",13,3,6,10927.0,38,-3.026098146158556,-0.1463000000000001,-0.1561260764122539,0,1,PRP,16,6,13,2,6,0,36,33.66956178444532,0.0550730359257797,0.3304382155546782,1207,399,4858,4413.822739834189,2473,0.3305887196377109,0.5602853004678892,0.2058823529411764,0.2222222222222222,0.4411764705882353,0.6633986928104575,0.2352941176470588,0.2307692307692307,0.3333333333333333,0.0277777777777777,0.2222222222222222,0.0277777777777777,0.3157894736842105,0.3684210526315789,0.8571428571428571,0.2222222222222222,0.3861054112681011,287.55263157894734,Blaise Bailey Finnegan III,S,EN-S,Right,RF,36.132433135128124
128,3.0,S3,TZS,TZS,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,{3055},1,1,1,572.0,3,1.0873873873873876,0.0,0.1195698629271016,0,0,TZS,14,1,2,1,0,0,3,2.0,0.0694018404907975,0.0,758,272,2583,2283.239263803681,1591,0.3987611304684475,0.696817028868683,0.5,0.6666666666666666,1.0,1.6666666666666663,0.5,0.5,,0.0,0.0,0.3333333333333333,0.0,0.0,,0.6666666666666666,1.0,190.66666666666663,Ethan Franklin,BC,BS-S,Right,P,210.6941620473044
128,4.0,S4,MBX,MBX,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,{4038},1,0,0,654.0,2,-0.7254614321053465,0.0301,-0.0650620647894386,0,0,MBX,5,0,0,0,1,0,2,1.9270905321354528,0.0729094678645473,0.0729094678645473,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.0,0.5,0.0,0.5,0.0,,,0.0,0.5,0.5,,,,0.0,0.0,327.0,Ethan Franklin,1B,,Right,RF,-100.0
128,5.0,S5,TSA,TSA,0,0,0,3,2,0,5,3,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,18,16,3,"{5125, 5160, 5098, 5004, 5136, 5087}",6,0,0,3987.0,17,-2.269977495728512,-0.2476,-0.1522726526839612,0,0,TSA,14,3,3,2,4,0,18,15.766682442025555,0.0583293894936109,0.2333175579744439,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.1875,0.2777777777777778,0.1875,0.4652777777777778,0.0,0.2307692307692307,,0.0,0.1666666666666666,0.1111111111111111,0.2,0.5,0.4,0.2777777777777778,0.1902746510580819,234.52941176470588,Ethan Franklin,1B,,Right,RF,19.757912044536408
128,6.0,S6,LMN,LMN,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,4,{6032},1,1,1,445.0,3,0.6330076004343106,0.0705,0.0759167280472942,0,0,SUP,3,1,4,0,0,0,3,3.0,0.0440186431900569,0.0,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666663,1.0,0.0,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.3333333333333333,148.33333333333334,Ethan Franklin,1B,TT-S,Right,RF,268.52452639152114
128,6.0,S6,SUP,SUP,1,0,0,4,5,0,1,5,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,5,19,14,8,"{6112, 6084, 6181, 6025, 6154, 6162, 6135}",7,4,3,3746.0,18,0.5826707978196685,-0.21,0.1381682104731003,0,0,SUP,13,5,9,5,1,0,19,13.955981356809945,0.0440186431900569,0.0440186431900569,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.3571428571428571,0.5263157894736842,0.5714285714285714,1.0977443609022557,0.2142857142857142,0.5,,0.0526315789473684,0.2631578947368421,0.2631578947368421,0.25,0.25,1.0,0.5263157894736842,0.6448847823666927,208.11111111111111,Ethan Franklin,1B,TT-S,Right,RF,195.6843883546924
129,3.0,S3,TZS,TZS,3,1,0,0,1,0,0,1,0,1,1,1,0,0,0,2,1,0,0,0,2,1,0,0,4,9,8,15,"{3039, 3013, 3055}",3,5,4,1798.0,9,1.6528375278050969,0.0,0.1977771253455984,0,0,TZS,14,4,15,1,0,0,9,8.0,0.0694018404907975,0.0,758,272,2583,2283.239263803681,1591,0.3987611304684475,0.696817028868683,0.5,0.5555555555555556,1.875,2.430555555555556,1.375,0.25,,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.0,inf,0.5555555555555556,1.875,199.77777777777777,Hayden McCloud,XB,WC-S,Left,P,308.40106840180255
129,4.0,S4,MBX,MBX,3,1,2,5,2,0,1,4,0,2,5,1,0,0,0,6,2,0,0,0,2,1,0,0,11,26,24,24,"{4069, 4038, 4104, 4077, 4110, 4054, 4087, 4094, 4031}",9,6,7,6197.0,25,3.6626212449480953,0.4885,0.4635551439690576,0,0,MBX,14,7,17,1,5,0,26,24.635452660677263,0.0729094678645473,0.3645473393227367,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.4583333333333333,0.5,1.0,1.5,0.5416666666666667,0.4705882352941176,,0.1153846153846153,0.1538461538461538,0.0769230769230769,0.6666666666666666,0.1111111111111111,6.0,0.3076923076923077,0.690062416719265,247.88,Hayden McCloud,XB,WC-S,Left,P,136.12284766240927
129,5.0,S5,TSA,TSA,3,1,3,3,2,0,3,2,0,5,3,1,0,0,0,4,0,0,0,0,3,0,0,0,10,26,24,24,"{5027, 5064, 5160, 5098, 5004, 5040, 5078, 5015, 5112, 5049, 5147}",11,6,4,5589.0,26,4.301273849691228,0.8477210000000001,0.5380636360308528,0,0,TSA,14,10,24,0,4,0,26,25.766682442025555,0.0583293894936109,0.2333175579744439,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.4166666666666667,0.4615384615384615,1.0,1.4615384615384617,0.5833333333333333,0.3684210526315789,,0.1153846153846153,0.0769230769230769,0.0769230769230769,0.3333333333333333,0.25,1.3333333333333333,0.3846153846153846,0.9314353935163928,214.96153846153845,Hayden McCloud,XB,WC-S,Left,C,189.18174490428493
129,6.0,S6,SUP,SUP,0,0,3,2,2,0,1,2,0,3,2,2,0,0,0,4,1,0,0,0,0,0,0,0,5,17,15,8,"{6052, 6181, 6125, 6193, 6098, 6070, 6135}",7,2,2,3880.0,16,1.5985234523916656,0.2068,0.2313428305943913,0,0,SUP,14,5,7,2,1,0,17,14.955981356809945,0.0440186431900569,0.0440186431900569,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.3333333333333333,0.4117647058823529,0.5333333333333333,0.9450980392156862,0.2,0.3846153846153846,,0.0,0.1176470588235294,0.1176470588235294,0.5,0.125,4.0,0.4117647058823529,0.4680401662049862,242.5,Hayden McCloud,XB,WC-S,Left,C,124.1789746483888
129,7.0,S7,TBL,TBL,0,0,1,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,2,"{7049, 7068, 7039}",3,0,0,1912.0,8,-2.202356020164456,-0.1432999999999999,-0.1868255222183526,0,0,TBL,9,1,2,1,0,0,8,7.0,0.0473254759746146,0.0,1212,461,5418,4910.040797824116,2522,0.3087855297157623,0.5136413532689228,0.1428571428571428,0.25,0.2857142857142857,0.5357142857142857,0.1428571428571428,0.3333333333333333,,0.0,0.5,0.125,0.0,0.0,,0.25,0.2857142857142857,239.0,Hayden McCloud,XB,WC-S,Left,C,36.587592873328624
131,4.0,S4,DBV,DBV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,{4106},1,1,0,556.0,2,0.0843894282399492,-0.0042999999999999,0.0159230212450909,0,0,DBV,14,0,0,0,1,0,2,1.9270905321354528,0.0729094678645473,0.0729094678645473,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.0,0.5,0.0,0.5,0.0,,,0.0,0.5,0.5,,,,0.0,0.0,278.0,Nori Aru,1B,FP-H,Right,P,-100.0
131,4.0,S4,PGA,PGA,0,0,0,3,3,0,1,1,0,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,3,12,9,3,"{4049, 4010, 4035, 4004}",4,2,0,3277.0,12,-2.6290922170383064,-0.0353,-0.2180047511772545,0,0,DBV,7,1,1,2,4,0,12,9.708362128541811,0.0729094678645473,0.2916378714581893,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333333,0.0,0.375,,0.0,0.0833333333333333,0.25,0.4,0.2,2.0,0.25,0.103003986332574,273.0833333333333,Nori Aru,1B,FP-H,Right,P,0.6697676620260884
131,5.0,S5,SPR,SPR,0,1,1,2,2,0,4,1,0,2,1,2,0,0,0,3,0,0,0,0,0,0,0,0,4,16,14,7,"{5088, 5029, 5162, 5101, 5137, 5109, 5018, 5150}",8,2,0,3865.0,16,-0.5813318876101405,-0.063721,0.0082891195846659,0,0,SPR,14,4,7,2,3,0,16,13.825011831519166,0.0583293894936109,0.1749881684808329,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.2857142857142857,0.375,0.5,0.875,0.2142857142857143,0.3076923076923077,,0.0,0.0625,0.125,0.3333333333333333,0.4444444444444444,0.75,0.375,0.5063286806048832,241.5625,Nori Aru,1B,FP-H,Left,RF,107.7433975587486
131,6.0,S6,LIM,LIM,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,{6050},1,0,0,285.0,1,-0.7263427109974424,-0.0876,-0.0642236257638354,0,0,RBD,4,0,0,0,0,0,2,2.0,0.0440186431900569,0.0,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,285.0,Nori Aru,1B,NT-S,Right,P,-100.0
131,6.0,S6,RBD,RBD,0,0,5,5,7,0,4,4,2,1,1,4,0,0,0,5,1,0,0,0,0,0,0,0,10,31,24,15,"{6145, 6018, 6117, 6088, 6058, 6186, 6030, 6158, 6129, 6103, 6075, 6173, 6047}",13,3,1,5862.0,29,2.215214225632159,0.2260999999999999,0.3518864252698022,0,0,RBD,14,11,18,5,4,0,31,25.82392542723977,0.0440186431900569,0.1760745727602278,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.4166666666666667,0.5483870967741935,0.625,1.1733870967741935,0.2083333333333333,0.5,,0.0,0.1290322580645161,0.2258064516129032,0.5,0.4,1.25,0.5161290322580645,0.6970280351341596,202.1379310344828,Nori Aru,1B,NT-S,Right,P,202.62627473867212
