Team,Opponent,Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,DP,SB,CS,H,BF,IP,ER,RE24,WAR,WPA,300+ Pitches,400+ Pitches,Location
UGA,UCC,9017,9,S9,6,0,0,4,1,0,0,0,7,4,4,4,0,0,1,0,5,24,6.333333333333333,3,0.03928381559960481,0.09795343543684988,0.16920000000000002,10,6,Away
UGA,WSU,9003,9,S9,1,0,0,4,0,1,0,0,4,4,7,0,0,0,0,0,4,20,5.0,2,-0.15311004784689008,0.09681645838213729,-0.035699999999999975,8,4,Away
ULA,NU,4005,4,S4,1,1,0,0,2,3,0,0,3,3,4,0,1,0,1,1,3,17,4.0,1,-1.0408163265306123,0.2374160578304526,0.44320000000000004,6,4,Away
ULA,VAN,4010,4,S4,2,1,0,1,2,5,0,1,3,3,3,0,0,0,0,0,4,18,3.0,4,2.4693877551020407,-0.12062195165793857,-0.5343,3,0,Away
UMN,CAL,13003,13,S13,1,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,1,5,1.0,0,0.0,0.33545454545454545,0.06450000000000002,3,1,Away
UNA,BSU,10003,10,S10,1,1,1,3,3,0,0,0,0,5,8,2,2,1,0,0,8,25,6.0,3,-0.030927835051546226,0.11821268074696081,0.21170000000000003,13,4,Home
UNA,NWU,10012,10,S10,4,1,0,2,3,3,0,0,5,5,1,4,2,1,0,0,6,26,6.0,3,-0.030927835051546282,0.12281747663663306,0.10559999999999997,9,5,Home
UNA,TOL,10009,10,S10,3,2,0,0,3,4,0,0,1,4,7,2,3,1,1,0,5,26,6.0,3,-0.030927835051546282,0.1274222725263053,0.2192,11,8,Away
UNA,TXS,10006,10,S10,2,2,0,1,2,0,0,0,5,1,6,3,1,1,1,0,5,21,5.666666666666667,2,-0.8683262090352861,0.18813813047631806,-0.2612,9,3,Away
UNA,TXS,10013,10,S10,5,1,0,3,2,2,0,0,5,4,6,2,1,0,0,0,6,26,6.0,5,1.9690721649484535,-0.07718252336336692,0.07769999999999998,7,3,Away
UNC,CCU,5009,5,S5,3,1,0,0,0,0,0,0,0,7,1,0,1,0,0,0,1,10,3.0,1,-0.7264150943396226,0.12408167759256848,-0.010500000000000028,4,2,Away
UNC,GT,5004,5,S5,1,0,2,2,2,4,0,0,1,4,1,0,3,0,0,0,6,19,3.0,6,4.273584905660377,-0.32962217106468594,-0.38170000000000004,7,3,Away
UNC,NCS,5016,5,S5,4,1,0,0,4,2,0,0,2,2,2,2,1,0,0,0,5,16,3.0,3,1.2735849056603774,-0.0450542215122678,-0.23699999999999996,5,5,Away
UNC,NCS,5023,5,S5,6,0,0,1,4,1,0,0,2,7,6,1,2,0,1,0,5,24,6.0,1,-2.452830188679245,0.37388343926444,0.14070000000000002,12,5,Away
UNC,NEB,5019,5,S5,5,0,0,1,2,0,0,0,3,4,1,2,2,0,0,0,3,15,4.0,0,-2.30188679245283,0.3073489314831923,0.4896,9,4,Home
UNC,NU,4007,4,S4,2,0,0,0,1,1,0,0,0,2,0,1,4,2,0,0,1,9,3.0,0,-1.5306122448979593,0.21621963641592867,0.2927,4,4,Away
UNC,VAN,4006,4,S4,1,1,1,1,1,3,0,0,2,6,0,1,2,0,1,0,4,18,4.333333333333333,2,-0.1741496598639456,0.15074939116378594,0.18270000000000008,6,3,Away
UNC,WSU,5008,5,S5,2,1,1,0,4,1,1,0,4,1,4,1,1,1,1,0,6,18,4.0,2,-0.30188679245283023,0.12792499874663482,0.1805,4,2,Home
UOM,FUR,12005,12,S12,2,1,1,2,2,0,0,0,4,0,1,6,2,2,0,0,6,19,5.0,3,-0.04721030042918414,0.08289267592999328,-0.09009999999999996,9,4,Away
UOM,IND,3004,3,S3,1,0,0,0,0,3,0,0,1,4,0,1,2,1,0,0,0,11,3.0,0,-1.9830508474576272,0.3053309621564175,0.4965,4,3,Away
UOM,LSU,12011,12,S12,4,1,1,1,2,4,0,0,4,3,7,1,2,1,0,0,5,26,6.0,4,0.3433476394849786,0.0726369620022361,-0.19259999999999988,9,5,Home
UOM,OWL,12013,12,S12,5,0,1,1,0,4,0,0,3,4,6,1,3,1,1,0,2,23,6.0,1,-2.6566523605150216,0.3644083676983335,0.5782,13,5,Away
UOM,SYR,12002,12,S12,1,0,1,4,1,5,0,0,6,5,4,1,0,1,0,1,6,27,6.0,4,0.3433476394849784,0.08086555630613877,-0.28859999999999997,10,1,Home
UOM,VT,3009,3,S3,2,0,0,0,0,0,0,0,2,3,1,1,2,0,0,0,0,9,3.0,0,-1.9830508474576272,0.28587171171811665,0.1823,5,2,Home
UOM,WKU,12009,12,S12,3,1,0,1,1,2,0,0,9,4,2,5,1,0,0,0,3,26,7.0,3,-1.2660944206008584,0.23358116801081982,0.010399999999999961,10,6,Home
UOM,WKU,12018,12,S12,6,3,0,2,1,2,0,0,2,2,10,1,0,0,0,0,6,23,5.0,5,1.9527896995708154,-0.10065013546220149,-0.2622,11,3,Away
USF,LBS,7014,7,S7,5,4,0,1,1,4,0,0,1,9,2,1,3,1,0,1,6,26,6.0,6,3.134328358208956,-0.13586721994082177,-0.32970000000000005,11,5,Home
USF,MICH,7012,7,S7,4,3,0,1,2,2,0,0,3,0,0,2,6,1,0,0,6,19,4.0,5,3.0895522388059704,-0.18400164233535998,-0.359,8,7,Home
