ID,Game ID,Season,Display Season,Session,Team,Franchise,Opponent,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,DP,SB,CS,H,BF,IP,ER,RE24,WAR,WPA,300+ Pitches,400+ Pitches,Location
252,5174,5,S5,12,NYM,NYM,FLA,0,0,1,1,3,0,0,8,4,1,3,1,1,2,0,2,22,6.0,1,-2.8626005361930296,0.3817201867656267,0.19269999999999998,9,3,Home
252,5205,5,S5,14,NYM,NYM,SFG,1,0,0,0,5,0,0,1,2,0,0,4,0,0,0,1,13,2.3333333333333335,4,2.450231263435017,-0.19331555422257632,-0.3338,6,4,Away
253,2004,2,S2,1,CLE,CIN,DET,1,0,1,6,0,0,0,3,5,0,2,2,1,0,0,8,20,4.333333333333333,4,1.3363796968060297,-0.04698848079797349,-0.14310000000000003,6,4,Away
253,2023,2,S2,3,CLE,CIN,TBR,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0.6666666666666666,1,1.2420413990007138,-0.10687424212354547,-0.0457,2,1,Away
253,2034,2,S2,4,CLE,CIN,PHI,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1.0,0,-0.6045002163565556,0.07344744496804999,0.0,2,0,Home
253,2067,2,S2,7,CLE,CIN,HOU,0,0,0,3,1,0,0,3,7,0,3,3,2,1,0,3,20,6.0,0,-3.6270012981393336,0.4536820931406943,0.49460000000000004,8,5,Home
253,2088,2,S2,8,CLE,CIN,TEX,0,0,1,1,2,0,0,1,0,0,5,1,2,0,0,2,11,3.0,1,-0.8135006490696668,0.1290072837924129,0.14989999999999995,6,2,Away
253,2089,2,S2,9,CLE,CIN,TOR,1,0,2,4,1,0,0,3,1,0,3,5,3,0,0,7,20,5.0,2,-1.022501081782778,0.18889959706090725,0.24710000000000007,8,6,Away
253,2100,2,S2,10,CLE,CIN,MIN (S1-2),3,0,0,5,3,0,0,1,2,2,5,6,0,0,1,8,27,5.666666666666667,8,4.5150401008613805,-0.3301947256504567,-0.4879,14,8,Home
253,2121,2,S2,11,CLE,CIN,SEA (S2),0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,3,8,1.6666666666666667,1,0.036619005054636666,0.030997895047588132,0.0838,5,4,Away
253,2124,2,S2,12,CLE,CIN,MIL,1,0,4,4,1,0,0,2,4,0,3,0,0,0,0,9,19,3.0,8,6.186499350930333,-0.5363329206545353,-0.28190000000000004,4,1,Away
253,2134,2,S2,13,CLE,CIN,STL,0,0,1,2,1,0,0,2,7,1,2,4,1,0,1,3,20,6.0,0,-3.6270012981393336,0.45368209314069435,0.41490000000000005,9,6,Away
253,2149,2,S2,14,CLE,CIN,BOS,1,1,2,2,0,0,0,3,5,0,3,2,2,0,0,6,19,5.0,3,-0.022501081782777987,0.0845671226167758,-0.10860000000000004,5,3,Home
253,2161,2,S2,15,CLE,CIN,DET,0,0,0,1,0,0,0,0,1,0,2,2,1,0,0,1,6,2.0,0,-1.2090004327131112,0.14689488993609995,0.020200000000000003,5,3,Home
253,2164,2,S2,16,CLE,CIN,TBR,2,0,3,2,3,0,0,2,3,0,1,3,2,0,1,7,19,4.0,6,3.5819991345737776,-0.2715504245747482,-0.39429999999999993,7,5,Home
253,2186,2,S2,18,CLE,CIN,TEX,3,0,1,2,5,0,1,5,3,0,5,2,3,0,0,6,26,6.0,4,0.3729987018606661,0.07534446536135173,-0.17809999999999993,7,4,Home
253,3002,3,S3,1,NYY,NYY,BOS,0,0,1,1,0,0,0,2,1,0,1,1,1,0,0,2,7,2.0,0,-1.2089008552423186,0.15193026721878958,0.017,3,2,Away
253,3013,3,S3,2,NYY,NYY,CIN,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,4,1.0,0,-0.525974025974026,0.07033464928000699,0.1252,1,0,Away
253,3033,3,S3,3,NYY,NYY,OAK,0,0,1,0,0,0,0,2,3,0,0,1,0,0,0,1,7,2.0,0,-1.6482761842474072,0.19586780011929839,0.1926,1,1,Home
253,3048,3,S3,4,NYY,NYY,NYM,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1.0,0,-0.525974025974026,0.0659003376093559,0.35819999999999996,1,1,Away
253,3054,3,S3,5,NYY,NYY,TEX,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0.3333333333333333,1,1.6979865771812082,-0.16093003437681863,-0.0263,1,0,Away
