Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,GIDP,SB,CS,H,TB,PA,R,RBI,RE24,WAR,WPA,Teams
10163,10,S10,11,2,2,4,7,9,1,9,8,1,6,4,3,0,0,1,15,29,55,13,13,6.383033419023137,0.8458767879152268,0.3072,BOS @ SEA
10164,10,S10,11,1,0,7,6,6,1,15,3,0,3,3,6,2,1,1,14,24,50,5,5,-1.6169665809768627,0.0310501132000186,-0.0819999999999999,OAK @ TEX
10165,10,S10,11,2,1,7,4,5,0,8,5,0,8,7,5,0,2,1,14,29,53,9,9,1.7814910025706947,0.3857225462699825,0.4019,BAL @ TOR
10166,10,S10,12,3,1,3,4,4,0,16,10,0,4,4,1,1,2,0,11,25,50,6,6,-1.2185089974293053,0.0708958715547744,0.0388,HOU @ ANA
10167,10,S10,12,1,0,3,7,5,0,10,7,0,4,7,6,2,0,0,11,17,50,6,6,-1.2185089974293053,0.0634825341971704,-0.095,TEX @ BOS
10168,10,S10,12,3,2,1,3,4,0,10,18,0,1,2,4,1,0,0,9,23,48,4,4,-3.2185089974293053,-0.1439308031604335,-0.1769999999999999,CIN @ CHC
10169,10,S10,12,1,1,6,5,10,1,12,4,0,1,2,12,3,2,2,13,24,54,5,5,-2.2185089974293053,-0.0068641163724134,0.1021999999999999,CWS @ CLE
10170,10,S10,12,2,0,2,3,3,0,8,11,0,3,3,5,3,0,0,7,15,40,4,4,-2.6169665809768627,-0.1134299109456055,-0.0875999999999999,MIN @ COL
10171,10,S10,12,2,0,4,3,5,0,13,2,0,8,5,4,3,1,1,9,19,46,4,4,-3.2185089974293053,-0.1439308031604335,-0.3127999999999999,SFG @ LAD
10172,10,S10,12,0,0,1,13,6,0,5,12,0,5,2,6,2,4,1,14,15,50,5,5,-1.6169665809768632,0.0421701192364247,-0.0204,STL @ FLA
10173,10,S10,12,5,0,4,9,2,0,7,10,0,4,3,6,2,0,1,18,37,50,12,12,5.383033419023136,0.7273434445212167,0.3478000000000001,SDP @ MIL
10174,10,S10,12,4,0,4,7,8,0,12,10,0,1,4,5,4,0,0,15,31,55,13,13,5.781491002570695,0.7820158775911806,0.1366,NYM @ MTL
10175,10,S10,12,3,1,10,7,4,0,9,9,0,5,6,5,2,1,0,21,42,59,13,12,5.781491002570695,0.8005492209851907,0.5107999999999999,TOR @ NYY
10176,10,S10,12,1,0,2,3,5,0,12,10,0,6,1,4,0,0,0,6,11,44,6,6,-0.6169665809768633,0.1013967637696024,0.2165999999999999,KCR @ OAK
10177,10,S10,12,0,0,2,4,5,0,3,11,0,4,7,7,3,0,1,6,8,43,2,2,-5.218508997429305,-0.3587574778756416,-0.5315999999999999,ATL @ PHI
10178,10,S10,12,3,1,2,6,7,0,9,11,1,7,11,8,2,0,0,12,25,65,6,6,-4.756959683992726,-0.2347625042771413,-0.6266,ARI @ PIT
10179,10,S10,12,4,0,5,5,8,0,4,10,0,3,8,7,0,0,3,14,31,54,9,9,2.2534381972901665,0.4366239344207318,0.8821999999999999,DET @ SEA
10180,10,S10,12,1,0,1,0,3,0,8,12,0,2,7,2,0,1,2,2,6,36,2,2,-4.616966580976864,-0.3171365796244075,-0.4568,BAL @ TBR
10181,10,S10,13,3,1,2,5,2,0,7,12,0,6,5,3,0,0,0,11,24,46,8,8,1.3830334190231366,0.3088101011272065,0.0029999999999999,COL @ ARI
